"parent","ent_id","level_3"
lean manufacturing,Toyota product system,IS topic
quality management,ISO 9000,IS topic
quality management,statistical process control,IS topic
strategic management,resource allocation,IS topic
business topic,corporate governance,IS topic
enabling capability,critical success factor,IS topic
enabling capability,top management support,IS topic
enabling capability,social capital,IS topic
individual characteristic,cognitive absorption,IS topic
organizational context,types of work,IS topic
situational awareness,situation awareness,IS topic
types of work,remote work,IS topic
evaluation criteria,business evaluation criteria,IS topic
evaluation criteria,user evaluation criteria,IS topic
user evaluation criteria,technostress,IS topic
information technology addiction,video game addiction,IS topic
user experience,user friendliness,IS topic
information system use,frequency of use,IS topic
information system use,usage intention,IS topic
information system use,technology adoption,IS topic
IS impact,organizational impact,IS topic
knowledge management,skill acquisition,IS topic
knowledge management,communities of practice,IS topic
platform work,platform work site,IS topic
platform work site,Upwork,IS topic
digital platform,digital ecosystem,IS topic
IT project,IT project management,IS topic
IT service management,information technology operation,IS topic
human centered design,participatory design,IS topic
system development method,software process improvement,IS topic
agile software development,extreme programming,IS topic
system development method,waterfall model,IS topic
system development method,structured systems analysis and design method,IS topic
systems development,systems operations,IS topic
information systems strategy,IT planning,IS topic
IT planning,IT operational planning,IS topic
IT investment,IS downsizing,IS topic
IT centralization-decentralization,IT centralization,IS topic
digital piracy,Sci-Hub,IS topic
intellectual property,software protection,IS topic
IS education,data literacy,IS topic
IT workforce,IT leadership,IS topic
IS discipline boundary,reference discipline,IS topic
research paradigm,pragmatism,research paradigm
ethics,IT ethics,research paradigm
AI ethics,machine ethics,research paradigm
model,framework,model
theoretical model,meta theory,model
variable,independent variable,model
variable,control variable,model
western europe,Germany,geographic names
Germany,Berlin,geographic names
Germany,Baden-Württemberg,geographic names
Germany,Bavaria,geographic names
Germany,Northern Germany,geographic names
Austria,Lower Austria,geographic names
Switzerland,Basel,geographic names
Switzerland,Fribourg,geographic names
Switzerland,Geneva,geographic names
Switzerland,Nidwalden,geographic names
Switzerland,Zurich,geographic names
Switzerland,Zug,geographic names
Switzerland,Western Switzerland,geographic names
western europe,Luxembourg,geographic names
western europe,Netherlands,geographic names
northern europe,Scandinavia,geographic names
Scandinavia,Finland,geographic names
Scandinavia,Sweden,geographic names
Baltic countries,Estonia,geographic names
southern europe,Portugal,geographic names
southeastern europe,Albania,geographic names
southeastern europe,Bulgaria,geographic names
southeastern europe,Serbia-Montenegro,geographic names
southeastern europe,Kosovo,geographic names
west asia,Armenia,geographic names
west asia,Palestine,geographic names
central asia,Georgia (Country),geographic names
central asia,Azerbaijan,geographic names
central asia,Uzbekistan,geographic names
asia,Himalayas,geographic names
China,Shanghai,geographic names
southeast asia,Indonesia,geographic names
South Asia,Bangladesh,geographic names
geographic names,Africa,geographic names
Africa,Sub-Saharan Africa,geographic names
East Africa,Madagascar,geographic names
East Africa,Mauritius,geographic names
Southern Africa,Lesotho,geographic names
Southern Africa,Zimbabwe,geographic names
Southern Africa,South Africa,geographic names
West Africa,Niger,geographic names
Central Africa,Congo,geographic names
Central Africa,Sao Tome and Principe,geographic names
Central Africa,Chad,geographic names
Central America,Caribbean countries,geographic names
United States,New York,geographic names
United States,California,geographic names
United States,Georgia,geographic names
South America,Chile,geographic names
South America,Ecuador,geographic names
South America,Colombia,geographic names
South America,Paraguay,geographic names
South America,Peru,geographic names
New South Wales,Sydney,geographic names
Oceania,Fiji,geographic names
Oceania,Tuvalu,geographic names
Oceania,Melanesia,geographic names
economic sector,private household,economic sector
economic sector,non governmental organisation,economic sector
packaging industry,packaging machinery industry,economic sector
machinery industry and plant construction,conveyor industry,economic sector
plant construction,power plant construction,economic sector
machinery industry and plant construction,construction machinery industry,economic sector
machinery industry and plant construction,machinery industry,economic sector
machinery industry,agricultural machinery industry,economic sector
machinery industry and plant construction,mechanical engineering,economic sector
mechanical engineering,vehicle technology,economic sector
plastics industry,plastics processing industry,economic sector
chemical industry,fertilizer market,economic sector
manufacturing industry,rubber industry,economic sector
metal industry,foundry industry,economic sector
textile and clothing industry,footwear industry,economic sector
electronics and computer industry,precision instruments industry,economic sector
electronics and computer industry,ICT industry,economic sector
ICT industry,information service provider,economic sector
electrical and electronics industry,home appliance industry,economic sector
food industry,feed market,economic sector
fishing industry,fisheries,economic sector
food industry,oils and fats industry,economic sector
food industry,grain milling industry,economic sector
research and development sector,research and development statistics,economic sector
economic sector,higher education institution,economic sector
trade sector,retail trade,economic sector
trade sector,consumer products distribution,economic sector
consumer products distribution,drugstore,economic sector
consumer products distribution,book trade,economic sector
food trade,food retailing,economic sector
event industry,sport event,economic sector
leisure industry,betting industry,economic sector
economic sector,tourism industry,economic sector
tourism industry,tourism management,economic sector
banking industry,regional bank,economic sector
financial sector,investment fund,economic sector
investment fund,equity fund,economic sector
economic sector,construction industry,economic sector
underground construction,rail construction,economic sector
economic sector,service industry,economic sector
business service sector,enquiry agency,economic sector
business service sector,commercial cleaning,economic sector
restaurant industry,fast food industry,economic sector
media industry,broadcasting industry,economic sector
broadcasting industry,radio industry,economic sector
economic sector,cultural sector,economic sector
cultural sector,music industry,economic sector
study object,participant,study object
individual participant,individual academic participant,study object
crowdsourcing of participant,Qualtrics,study object
macro level,societal level,level of analysis
meso level,firm level,level of analysis
meso level,business unit level,level of analysis
quantum theory,quantum field theory,named theory
physics theory,astronomy theory,named theory
physics theory,laws of thermodynamics,named theory
life sciences theory,biological theory,named theory
biological theory,theory of vision,named theory
psychological theory,technology organization environment framework,named theory
affect theory,theory of positive affect,named theory
motivation theory,goal theory,named theory
goal theory,goal contagion theory,named theory
motivation theory,biopsychosocial theory of human motivation,named theory
psychological theory,Lewin's field theory,named theory
psychological theory,cross-cultural theory,named theory
learning theory,cognitive theory of multimedia learning,named theory
learning theory,theory of human memory,named theory
learning theory,encoding specificity principle,named theory
creativity theory,theory of creative cognition,named theory
creativity theory,resource allocation theory,named theory
social psychology theory,staffing theory,named theory
social psychology theory,theory of interpersonal behavior,named theory
social psychology theory,social dominance theory,named theory
social psychology theory,social cognitive theory,named theory
identity theory,self categorization theory,named theory
social psychology theory,drive theory,named theory
psychological theory,system justification theory,named theory
behavioral theory,perceptual control theory,named theory
cognitive theory,theory of graphical and linguistic reasoning,named theory
consciousness theory,higher-order theories of consciousness,named theory
cognitive theory,extended mind thesis,named theory
theory of intelligence,Cattell–Horn–Carroll theory,named theory
psychological theory,cognitive dissonance theory,named theory
social sciences theory,sociological theory,named theory
sociological theory,affect control theory,named theory
activity theory,systemic-structural activity theory,named theory
sociological theory,legitimate peripheral participation theory,named theory
sociological theory,social practice theory,named theory
macroeconomic theory,theory of economic growth,named theory
macroeconomic theory,theory of economic recessions,named theory
macroeconomic theory,theory of economic booms,named theory
economic theory of value,utility theory of value,named theory
economic theory of value,exchange theory of value,named theory
economic theory,behavioral economics,named theory
noncooperative game theory,theory of the commons,named theory
noncooperative game theory,prisoner's dilemma,named theory
deterrence theory,rational deterrence theory,named theory
noncooperative game theory,theory of contests,named theory
economic theory,Marxist theory,named theory
educational theory,constructivist theory of cognition,named theory
named theory,formal sciences theory,named theory
mathematical theory,graph theory,named theory
graph theory,weighted networks theory,named theory
human-computer interaction theory,visual search theory,named theory
information systems theory,theory of technology dominance,named theory
information systems theory,sociomaterialism theory,named theory
theory of information,relational theory of information,named theory
information systems theory,yield shift theory of satisfaction,named theory
information systems theory,hedonic affect model,named theory
social presence theory,embodied social presence theory,named theory
information systems theory,IT conflict-resistance theory,named theory
technology acceptance theory,technology acceptance model,named theory
information systems theory,emergent knowledge processes design theory,named theory
information systems theory,electronic markets hypothesis,named theory
applied sciences theory,criminal theory,named theory
criminal theory,general strain theory,named theory
knowledge management theory,Cynefin framework,named theory
involvement theory,involvement conceptualizing theory,named theory
migration theory,push-pull-mooring theory,named theory
leadership theory,shared leadership theory,named theory
leadership theory,transformational leadership theory,named theory
strategic management theory,knowledge based theory of the firm,named theory
strategic management theory,competitive repertoire theory,named theory
management theory,theory of work design,named theory
theory of work design,job crafting theory,named theory
organizational theory,organizational routines theory,named theory
organizational theory,ambidexterity theory,named theory
organizational theory,theory of organizational creativity,named theory
management theory,theory of administrative behaviour,named theory
innovation theory,disruptive innovation theory,named theory
media theory,media equation theory,named theory
semiotic theory,theory of signs,named theory
linguistics theory,systemic functional linguistics theory,named theory
theory of humor,benign violation theory,named theory
aesthetic theory,uncanny valley theory,named theory
engineering theory,theory of tensegrities,named theory
engineering theory,engineering design theory,named theory
engineering theory,theory of modular design,named theory
applied sciences theory,named design theory,named theory
named design theory,design process theory,named theory
named design theory,transformation design theory,named theory
named design theory,theory of product life cycle,named theory
named design theory,mass customization theory,named theory
named design theory,theory of value transfer,named theory
named design theory,materiality theory,named theory
named design theory,theory of place,named theory
named design theory,design thinking theory,named theory
named design theory,General Design Theory,named theory
named design theory,method content theory,named theory
research stage,prior study,research stage
research stage,exploratory study,research stage
data analysis method,qualitative analysis,data analysis method
QDA software,AQUAD,data analysis method
QDA software,Quirkos,data analysis method
QDA software,TAMS Analyzer,data analysis method
qualitative analysis,qualitative coding,data analysis method
qualitative analysis,synthesis,data analysis method
qualitative content analysis,critical incident analysis,data analysis method
qualitative comparative analysis,fuzzy set qualitative comparative analysis,data analysis method
data analysis method,quantitative analysis,data analysis method
quantitative analysis,quantitative analysis tool,data analysis method
quantitative analysis tool,R project,data analysis method
machine learning,machine learning method,data analysis method
machine learning method,deep learning,data analysis method
transformer model,language model,data analysis method
language model,RoBERTa,data analysis method
language model,StructBERT,data analysis method
generative pre-trained transformer,generative pre-trained transformer 3,data analysis method
text-to-image model,Midjourney,data analysis method
gradient boosting,XGBoost,data analysis method
gradient boosting,cascading classifier,data analysis method
partitional clustering,k-means clustering,data analysis method
partitional clustering,mean shift clusting,data analysis method
partitional clustering,k-way spectral clustering,data analysis method
agglomerative hierarchical clustering,single linkage hierarchical clustering,data analysis method
density based clusting,DBSCAN,data analysis method
density based clusting,OPTICS algorithm,data analysis method
cluster analysis,fuzzy clustering,data analysis method
outlier test,Dixon's Q test,data analysis method
machine learning,privacy preserving machine learning,data analysis method
privacy preserving machine learning,federated learning,data analysis method
machine learning application,natural language processing,data analysis method
NLP method,latent semantic indexing,data analysis method
NLP method,topic model,data analysis method
NLP tool,Gensim,data analysis method
NLP tool,Flair,data analysis method
NLP application,machine translation,data analysis method
NLP application,named entity recognition,data analysis method
spatial analysis,multiple-point geostatistic,data analysis method
quantitative analysis,initial data analysis,data analysis method
quantitative analysis,data transformation,data analysis method
data transformation,feature engineering,data analysis method
data imputation,k-nearest neighbour data imputation,data analysis method
quantitative analysis,descriptive statistic,data analysis method
latent variable model,latent structure analysis,data analysis method
graph analysis,network analysis,data analysis method
quantitative analysis,trade-off analysis method,data analysis method
hazard function,Nelson–Aalen estimator,data analysis method
survival analysis,logrank test,data analysis method
sequential analysis,Gittins index,data analysis method
quantitative analysis,multivariate statistics,data analysis method
multivariate statistics,multivariate analysis of variance,data analysis method
dimensionality reduction,linear discriminant analysis,data analysis method
regression analysis method,partial least squares regression,data analysis method
partial least squares regression,partial least squares discriminant analysis,data analysis method
regression analysis method,nonlinear regression analysis,data analysis method
nonlinear regression analysis,polynomial regression,data analysis method
generalized linear model,generalized additive model,data analysis method
general multivariate regression model,Bayesian multivariate linear regression,data analysis method
location test,parametricity of location test,data analysis method
location test,pairing of location test,data analysis method
level of measurement of location test,ordinal and numerical measurement of location test,data analysis method
Student's t-test,two sample t-test with unequal variance,data analysis method
goodness of fit statistical test,Hardy-Weinberg equilibrium testing,data analysis method
goodness of fit statistical test,hypergeometric test,data analysis method
ANOVA,one-way ANOVA,data analysis method
between group comparison statistical test,post-hoc analysis,data analysis method
post-hoc analysis,Newman-Keuls test post-hoc analysis,data analysis method
between group comparison statistical test,Conover-Iman test of multiple comparisons using rank sums,data analysis method
statistical hypothesis test,test of association between categorical variables,data analysis method
test of association between categorical variables,Boschloo's test,data analysis method
test of association between categorical variables,McNemar's test,data analysis method
test of association between categorical variables,Cochran's Q test,data analysis method
statistical test assumption,parametric test,data analysis method
quantitative analysis,questionable research practice,data analysis method
data dredging,p hacking,data analysis method
non probabilistic sampling,typical case sampling,sampling
non probabilistic sampling,criterion sampling,sampling
sampling,probabilistic sampling,sampling
probabilistic sampling,systematic sampling,sampling
oversampling,synthetic minority over-sampling technique,sampling
enterprise information system,enterprise application integration,IS technology
enterprise application integration,cloud integration service,IS technology
analytical information system,decision support system,IS technology
extract load transform process,ELT,IS technology
analytical information system,geographic information system,IS technology
artificial general intelligence,Turing test,IS technology
artificial intelligence,explainable artificial intelligence,IS technology
conversational agent,Amazon Alexa,IS technology
knowledge representation,rule-based representation,IS technology
analytical information system,executive information system,IS technology
data visualization software,Microsoft Power BI,IS technology
operational information system,records management system,IS technology
electronic human resource management,electronic work monitoring,IS technology
operational information system,interorganizational system,IS technology
ERP software package,SAP Business Suite,IS technology
ERP software package,mySAP,IS technology
inventory management system,warehouse control system,IS technology
production planning information system,computer aided process planning,IS technology
industrial artificial intelligence,intelligent maintenance system,IS technology
intelligent maintenance system,predictive maintenance,IS technology
content management system,web content management system,IS technology
IT supported collaboration,co-located IT supported collaboration,IS technology
IT supported collaboration,virtual world,IS technology
enterprise information system,industry specific information system,IS technology
financial services information system,electronic finance,IS technology
electronic trading,social trading platform,IS technology
electronic finance,online banking,IS technology
online lending,crowdfunding,IS technology
health information system,healthcare data,IS technology
smart wearable device,haptic suit,IS technology
mobile system,portable computer,IS technology
electronic commerce,business-to-business,IS technology
online labor market site,Monster.com,IS technology
online labor market site,FlexJobs,IS technology
online advertising,mobile advertising,IS technology
online word of mouth,online review,IS technology
social media site,LinkedIn,IS technology
social media site,Twitter,IS technology
social media site,Kuaishou,IS technology
social media site,Quora,IS technology
online dating,online dating service,IS technology
online dating service,OkCupid,IS technology
online dating service,Badoo,IS technology
digital media,digital entertainment,IS technology
free to play game,loot box,IS technology
digital entertainment,music download,IS technology
video streaming provider,iQIYI,IS technology
video streaming provider,HBO Max,IS technology
music streaming provider,Gaana,IS technology
extended reality,virtual reality,IS technology
online learning system,mobile learning,IS technology
computer hardware,computer system,IS technology
computer system,minicomputer,IS technology
computer system,workstation,IS technology
volatile memory,random-access memory,IS technology
non volatile memory,flash memory device,IS technology
non volatile memory,network attached storage,IS technology
computer architecture,von Neumann architecture,IS technology
general-purpose programming language,PL/I,IS technology
general-purpose programming language,Erlang,IS technology
general-purpose programming language,LISP,IS technology
communication service infrastructure,internet technology,IS technology
internet technology,world wide web,IS technology
world wide web,website,IS technology
internet technology,internet filter,IS technology
wired network technology,local area network,IS technology
information portal,intranet portal,IS technology
peer-to-peer model,peer-to-peer file sharing,IS technology
software delivery method,cloud computing,IS technology
cloud computing provider,Google Cloud Platform,IS technology
virtualization software vendors,Microsoft Hyper-V,IS technology
virtualization software vendors,Oracle VM VirtualBox,IS technology
virtualization software vendors,Linux Containers,IS technology
virtualization software vendors,Apache Mesos,IS technology
information retrieval,information retrieval system,IS technology
information retrieval system,Apache Nutch,IS technology
search engine,search engine results page,IS technology
search engine,search engine bias,IS technology
database languages,structured query language,IS technology
relational database,Oracle database,IS technology
relational database,PostgreSQL,IS technology
blockchain,cryptoeconomics,IS technology
blockchain,crypto wallet,IS technology
literature study,structured literature research,research method
literature database,IEEE Xplore,research method
literature database,DBLP,research method
literature database,MEDLINE,research method
literature database,ResearchGate,research method
literature database,Semantic Scholar,research method
Web of Science Core Collection,Arts & Humanities Citation Index,research method
literature database,Wiley Online Library,research method
individual IS journal,Journal of AIS,research method
literature study,co-citation analysis,research method
bibliometric analysis,co-authorship network,research method
Monte Carlo simulation,Markov chain Monte Carlo,research method
Markov model,hidden Markov model,research method
Markov model,partially observable Markov decision process,research method
optimization model,multiple criteria decision making,research method
multiple criteria decision making,multi objective optimization,research method
multiple criteria decision making,analytic hierarchy process,research method
multiple criteria decision making,simple addetive weighting,research method
design science,meta design,research method
conceptual method,conceptual modelling,research method
conceptual modelling,maturity model,research method
conceptual modelling,data modeling,research method
database modeling,multidimensional modeling,research method
unified modeling language,class diagram,research method
ontological modelling,domain ontology,research method
existing ontologies,WordNet,research method
measure of central tendency,mean value,statistical metric
statistical dispersion,mean absolute difference,statistical metric
correlation coefficient,Pearson correlation coefficient,statistical metric
goodness of fit index,root mean square residual,statistical metric
goodness of fit index,root mean square error of approximation,statistical metric
confusion matrix based metric,precision and recall,statistical metric
statistical metric,reliability coefficient,statistical metric
reliability coefficient,test score reliability coefficient,statistical metric
reliability coefficient,inter-rater reliability,statistical metric
statistical significance,significant difference,statistical metric
effect size,local average treatment effect,statistical metric
effect size,Cohen's f2,statistical metric
effect size,Glass's delta,statistical metric
experiment,longitudinal experiment,research method
experimental design,factorial experiment,research method
psychometrics,classical test theory,research method
survey design problem,assumptive question,research method
brain stimulation,transcranial direct current stimulation,research method
biometric measurement,electromyography,research method
biometric measurement,electrodermal activity,research method
biometric measurement,endocrinology,research method
biometric measurement,blood pressure,research method
self quantification,experience sampling,research method
quantitative observational study,digital observation,research method
process trace data,event log,research method
data collection method,empirical qualitative method,research method
empirical qualitative method,design science evaluation,research method
expert evaluation,applicability check,research method
ethnography,phenomenological method,research method
biographical database,Marquis Who's Who,research method
financial archival database,LexisNexis,research method
news archival database,Google news,research method
group interview,nominal group technique,research method
qualitative interview,longitudinal interview,research method
qualitative interview,cross sectional interview,research method
one validity,test validity,validity
criterion validity,predictive validity,validity
one validity,experimental validity,validity
experimental validity,external validity,validity
methodological entity,research method,research method
domain specific entity,IS topic,IS topic
IS economics,economies of scale,IS topic
IS sourcing,outsourcing,IS topic
business process outsourcing,legal process outsourcing,IS topic
IT security category,computer crime,IS topic
computer crime,cybervandalism,IS topic
IT security category,insider threat,IS topic
malware,scareware,IS topic
organizational IT security defense,security policy,IS topic
organizational IT security defense,IT security training,IS topic
technical IT security defense,data loss prevention system,IS topic
differential privacy,local differential privacy,IS topic
public key encryption,elliptic curve cryptography,IS topic
password hashing,salted password hashing,IS topic
data encryption,homomorphic encryption,IS topic
homomorphic encryption,partially homomorphic encryption,IS topic
privacy,information privacy law,IS topic
IS topic,business process management,IS topic
business process management,business process redesign,IS topic
business process management,business process innovation,IS topic
enterprise architecture,enterprise modelling,IS topic
cross cultural research,national culture,IS topic
societal context,emergency management,IS topic
natural hazard,hurricane,IS topic
hurricane,hurricane Katrina,IS topic
natural hazard,earthquake,IS topic
accounting standard,Generally Accepted Accounting Principles,IS topic
financial law,Markets In Financial Instruments Directive,IS topic
societal context,organizational context,IS topic
business function,research and development,IS topic
research and development,innovation management,IS topic
research and development,new product development,IS topic
project management,critical chain project management,IS topic
organizational change,organizational transformation,IS topic
business function,accounting function,IS topic
accounting function,financial accounting,IS topic
marketing management,advertising management,IS topic
marketing management,word of mouth,IS topic
supply chain management,logistics management,IS topic
production management,production method,IS topic
production method,theory of constraints,IS topic
entrepreneurship,intrapreneurship,IS topic
strategic management technique,SWOT analysis,IS topic
task complexity,task structure,IS topic
knowledge work,sensemaking,IS topic
IS topic,IS evaluation,IS topic
IS evaluation,IS evaluation method,IS topic
IS evaluation method,function point analysis,IS topic
IS evaluation method,utility function evaluation,IS topic
service quality,IS service quality,IS topic
business evaluation criteria,idea generation,IS topic
IS evaluation criteria,system quality,IS topic
IS evaluation criteria,system efficiency,IS topic
misinformation,fake news,IS topic
misinformation,fake review,IS topic
user evaluation criteria,information system use,IS topic
user evaluation criteria,IS impact,IS topic
organizational impact,organizational value,IS topic
organizational impact,value creation,IS topic
knowledge management,desorptive capacity,IS topic
knowledge management,knowledge spillover,IS topic
knowledge type,explicit knowledge,IS topic
digital economy,digital business,IS topic
platform work site,Topcoder,IS topic
Upwork,oDesk,IS topic
ridesharing company,Uber,IS topic
digital product,data monetization,IS topic
IT development project,open source software project,IS topic
IT service management,system support,IS topic
IT service management,bring your own device,IS topic
systems development,rapid application development,IS topic
agile software development,scaled agile framework,IS topic
system development method,soft systems methodology,IS topic
systems development,systems development life cycle,IS topic
systems implementation,enterprise resource planning implementation,IS topic
systems analysis,requirements analysis,IS topic
information systems strategy,IT centralization-decentralization,IS topic
IS topic,information systems standardization,IS topic
IS topic,intellectual property,IS topic
intellectual property,digital piracy,IS topic
software protection,software patent,IS topic
IS education,digital literacy,IS topic
IT job category,software developer,IS topic
IT workforce,IT career,IS topic
IS research,IS research community,IS topic
research paradigm,empiricism,research paradigm
social subjectivist paradigm,hermeneutics,research paradigm
standpoint epistemology,feminist epistemology,research paradigm
framework,conceptual framework,model
research model,theoretical model,model
theoretical model,variance theory,model
moderation model,moderated mediation model,model
construct,construct operationalization,model
variable,confounding variable,model
variable,dummy variable,model
Germany,West Germany,geographic names
North Rhine-Westphalia,Ruhr district,geographic names
Austria,Vienna,geographic names
Austria,Vorarlberg,geographic names
western europe,Switzerland,geographic names
Switzerland,Valais,geographic names
Eastern Europe,Hungary,geographic names
Eastern Europe,USSR,geographic names
Scandinavia,Norway,geographic names
Scandinavia,Denmark,geographic names
northern europe,Baltic countries,geographic names
southern europe,Vatican City State,geographic names
southern europe,Andorra,geographic names
southeastern europe,Greece,geographic names
Cyprus,northern Cyprus,geographic names
east asia,Taiwan,geographic names
southeast asia,Cambodia,geographic names
South Asia,Pakistan,geographic names
East Africa,Zambia,geographic names
West Africa,Guinea-Bissau,geographic names
Africa,Central Africa,geographic names
geographic names,America,geographic names
Central America,Antigua and Barbuda,geographic names
Central America,Belize,geographic names
Central America,Jamaica,geographic names
Central America,Mexico,geographic names
Central America,St. Kitts and Nevis,geographic names
Central America,West Indies,geographic names
Arizona,Phoenix,geographic names
Australia and Oceania,Australia,geographic names
Oceania,Kiribati,geographic names
domain specific entity,economic sector,economic sector
manufacturing industry,nonmetallic minerals manufacturing,economic sector
forest industry,woodworking trade,economic sector
pulp and paper industry,printing industry,economic sector
machinery industry and plant construction,plant construction,economic sector
machinery industry,machine tool industry,economic sector
manufacturing industry,chemical industry,economic sector
chemical industry,paint industry,economic sector
chemical industry,detergent industry,economic sector
vehicle industry,commercial vehicle industry,economic sector
automotive industry,automotive supplier industry,economic sector
vehicle industry,rolling stock manufacturing,economic sector
vehicle industry,shipbuilding industry,economic sector
metal industry,aluminium industry,economic sector
textile and clothing industry,textile trades,economic sector
textile and clothing industry,wool industry,economic sector
textile and clothing industry,textile industry,economic sector
textile industry,weaving industry,economic sector
ICT industry,computer industry,economic sector
electronics and computer industry,optics industry,economic sector
food industry,agriculture industry,economic sector
food industry,tobacco industry,economic sector
coffee sector,coffee trade,economic sector
research and development sector,research institute,economic sector
retail trade,retail outlet,economic sector
retail trade,department store,economic sector
consumer products distribution,jewellery industry,economic sector
consumer products distribution,toy industry,economic sector
food trade,fish market,economic sector
bourses and securities trading,bourse,economic sector
bourse,futures exchange,economic sector
tourism industry,international tourism,economic sector
tourism industry,package tour,economic sector
economic sector,financial sector,economic sector
banking industry,mortgage bank,economic sector
banking industry,bad bank,economic sector
investment fund,hedge fund,economic sector
investment fund,bond fund,economic sector
construction industry,structural engineering,economic sector
transport sector,airline industry,economic sector
postal and courier service,universal service,economic sector
service industry,laundry service,economic sector
service industry,healthcare industry,economic sector
business service sector,debt collection agency,economic sector
business service sector,veterinary control service,economic sector
waste management and recycling,waste management industry,economic sector
sports industry,sports facilities,economic sector
commercial broadcasting,commercial television,economic sector
publishing industry,press publisher,economic sector
cultural sector,creative industry,economic sector
public utility sector,energy industry,economic sector
company type,small and mid-size enterprise,study object
small and mid-size enterprise,microenterprise,study object
business cooperation,joint venture,study object
participant,organizational participant,study object
participant,participant selection,study object
macro level,country level,level of analysis
macro level,planetary level,level of analysis
level of analysis,mixed level,level of analysis
physics theory,theory of relativity,named theory
theory of relativity,general relativity theory,named theory
physics theory,quantum theory,named theory
physics theory,string theory,named theory
physics theory,theory of electromagnetism,named theory
psychological theory,social influence theory,named theory
theory of attitude change,balance theory,named theory
psychological theory,affect theory,named theory
psychological theory,learning theory,named theory
learning theory,cognitive flexibility theory,named theory
learning theory,theory of expansive learning,named theory
learning theory,skill acquisition theory,named theory
theory of human memory,theory of semantic memory search,named theory
learning theory,adaptive control of thought theory,named theory
learning theory,theory of cue summation,named theory
creativity theory,bounded ideation theory,named theory
social psychology theory,construal level theory,named theory
social psychology theory,attitude theory,named theory
social psychology theory,social network theory,named theory
social network theory,social balance theory,named theory
visual perception theory,recognition-by-components theory,named theory
consciousness theory,global workspace theory,named theory
consciousness theory,holonomic brain theory,named theory
theory of intelligence,theory of multiple intelligences,named theory
theory of intelligence,three-stratum theory,named theory
theory of intelligence,PASS theory of intelligence,named theory
cognitive theory,theory of cognitive orientation,named theory
cognitive theory,distributed cognition theory,named theory
processing fluency theory,processing fluency theory of aesthetic pleasure,named theory
psychological theory,attachment theory,named theory
sociological theory,institutional theory,named theory
sociological theory,feminism theory,named theory
social ecological theory,ecological framework for human development,named theory
macroeconomic theory,theory of economic development,named theory
economic theory,economic theory of value,named theory
economic theory,human capital theory,named theory
economic theory,network effect theory,named theory
economic theory,new institutional economics,named theory
new institutional economics,transaction cost economics,named theory
new institutional economics,agency theory,named theory
economic theory,revealed preference theory,named theory
economic utility theory,expected utility theory,named theory
behavioral economics,behavioral theory of the firm,named theory
game theory,cooperative game theory,named theory
educational theory,social interactionist theory,named theory
formal sciences theory,mathematical theory,named theory
mathematical theory,general systems theory,named theory
complexity theory,complex adaptive system,named theory
general systems theory,living system theory,named theory
mathematical theory,chaos theory,named theory
mathematical theory,probability theory,named theory
mathematical theory,possibility theory,named theory
category theory,topos theory,named theory
information theory,algorithmic information theory,named theory
justice theory,procedural justice theory,named theory
theory of logic,theory of abduction,named theory
philosophical theory,make-believe theory,named theory
philosophical theory,theory of intentionality,named theory
information systems theory,theory of relationship constraints,named theory
information systems theory,theory of information,named theory
information systems theory,KBI theory,named theory
information systems theory,multi motive information systems continuance model,named theory
information systems theory,work systems theory,named theory
information systems theory,theory of workarounds,named theory
information systems theory,fit viability theory,named theory
information systems theory,coordination theory,named theory
information systems theory,social presence theory,named theory
technology acceptance theory,TAM2,named theory
information systems theory,information systems success model,named theory
information systems theory,cognitive fit theory,named theory
information systems theory,theory of information technology culture conflict,named theory
management theory,marketing theory,named theory
marketing theory,cue utilization theory,named theory
marketing theory,involvement theory,named theory
management theory,management fashion theory,named theory
leadership theory,urban leadership theory,named theory
management theory,strategic management theory,named theory
management theory,theory of shared values,named theory
management theory,organizational theory,named theory
organizational theory,organizational knowledge creation,named theory
organizational theory,organizational discontinuity theory,named theory
organizational theory,organizational information processing theory,named theory
organizational theory,organizational behavior theory,named theory
organizational theory,sociotechnical systems theory,named theory
organizational theory,dynamic capabilities theory,named theory
organizational theory,work family border theory,named theory
innovation theory,technology adoption lifecycle,named theory
innovation theory,diffusion of innovations theory,named theory
innovation theory,S-curve theory,named theory
media theory,media naturalness theory,named theory
media theory,channel expansion theory,named theory
communication theory,theory of conversational implicature,named theory
communication theory,uses and gratification theory,named theory
architectural theory,theory of digital tectonics,named theory
named design theory,diagram theory,named theory
named design theory,theory of domains,named theory
named design theory,theory of the performativity of the language of design,named theory
named design theory,theory of creative space,named theory
named design theory,property theory in engineering design science,named theory
named design theory,computational theory of shape,named theory
named design theory,axiomatic design theory,named theory
research stage,research agenda,research stage
QDA software,Leximancer,data analysis method
qualitative analysis,memoing,data analysis method
qualitative content analysis,narrative analysis,data analysis method
narrative analysis,critical narrative approach,data analysis method
quantitative analysis tool,GNU Octave,data analysis method
quantitative analysis tool,DataRobot,data analysis method
quantitative analysis tool,H2O.ai,data analysis method
recurrent neural network,gated recurrent neural network,data analysis method
deep learning,gated recurrent unit,data analysis method
generative adversarial network,StyleGAN,data analysis method
deep learning,transformer model,data analysis method
language model,ELMo,data analysis method
language model,SciBERT,data analysis method
word embedding,word2vec,data analysis method
word embedding,fastText,data analysis method
deep learning,deep learning tool,data analysis method
